en,tr,partition
"But, as soon as he was transferred to court, he claimed that he had been tortured and had been made to accept the charges despite non-involvement.
","Fakat, mahkemeye götürüldüğü anda, ifadesini işkence altında verdiğini ve isnat edilen suçlarla ilgisi olmadığı halde kabul etmek zorunda bırakıldığını belirtti.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"During the trial, Öztürk's confession indicated that his aunt had met with Pınar Selek as her nephew's fiancée.
","Dava sırasında, Öztürk'ün ifadesine göre halası Pınar Selek ile yeğeninin nişanlısı olarak tanışdığını belirtmişti.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"The indictment indicated that when visiting the house, Öztürk and Selek entered a room together and stayed in there alone for a while.
","İddianameye göre Öztürk ve Selek, evi ziyaret ettiklerinde bir odaya kapanıp bir süre içerde kalmışlardı.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"The aunt recognized Selek by her picture and admitted that Selek and her nephew had visited.
","Öztürk'ün Halası, Selek'i fotoğraftan teşhis etmiş ve yeğeni ile beraber evine geldiklerini belirtmişti.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"But, while on the witness stand at trial, Öztürk's aunt clearly did not know any Turkish and could only speak Kurdish, which cast doubt on her ability to give a statement in Turkish without any linguist or translator present.
","Fakat, tanık kürsüsüne çağrıldığında, Öztürk'ün halasının hiç Türkçe bilmediği ve sadece Kürtçe konuşabildiği anlaşıldı, bu da tanığın ifadesini çevirmen veya dil uzmanı olmadan Türkçe vermesinin gerçekliliğini şüpheli hale getirdi.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"This was in addition to dubious reports concerning the explosion, as all reports failed to establish a connection between the explosion and a bomb.
","Buna ek olarak tüm incelemelerin patlamanın bombalamadan dolayı olduğuna dair bir bulgu elde edememesi şüpheleri arttırdı.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"The reports suggested that the main reason of the explosion was a gas leak.
","İnceleme raporları patlamanın gaz kaçağından olduğunu belirtiyordu.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"The court ordered life sentence for Pınar Selek.
","Mahkeme Pınar Selek'e ömür boyu hapis cezası verdi.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Picture taken from her Facebook Page.
","Picture taken from her Facebook Page.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"The acquittals
","Beraatler
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Pınar Selek was arrested in July 1998 and freed after two and a half years, on December 22, 2000, by a local court.
","Pınar Selek 1998 temmuzunda tutuklandı ve iki buçuk yıl sonra, 22 Aralık 2000'de, yerel mahkeme tarafından serbest bırakıldı.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"After an appeal by the Ministry of Internal Affairs and Istanbul Police Department's, another group of experts (members of gendarme) proposed that the explosion could have occurred by a bomb, even though, one of the civil experts in the group did not accept the result of the report.
","İçişleri Bakanlığı ve İstanbul Emniyet Müdürlüğü'nün yaptığı itiraz ile, bir başka uzman grubu (jandarma üyelerinden oluşan) patlama sebebini bomba olarak belirtti, fakat uzman grubundaki sivillerden biri bu rapora karşı çıktı.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"This expert prepared another report showing that explosion did not occur by a bomb and claimed that the report prepared by the gendarme experts was unacceptable and not scientific or trustworthy.
","Bu sivil uzman bu raporun bilimsel, güvenilir ve doğru olmadığını, ayrıca patlama sebebinin bomba olamayacağını belirten ayrı bir rapor yazdı.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"On June 8, 2006, the Istanbul 12th High Criminal Court announced its first ruling of acquitting Pınar Selek and Abdülmecit Öztürk, saying that, in regard to the Spice Bazaar explosion, “no certain and believable evidence that requires punishment could be found.""
","8 Haziran 2006'da, İstanbul 12.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"This decision was reversed by the 9th Penal Department of the Supreme Court on April 17th, 2007, on the basis that “no verdict had been given.”
","Bu karar Yargıtay 9.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"On May 23, 2008, Selek was acquitted for the second time by the Istanbul 12th High Criminal Court.
","23 Mayıs 2008'de, Selek, İstanbul 12.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"After another appeal to this decision, on February 9, 2011, she was acquitted for the third time.
","Bu karar yapılan bir başka itirazdan sonra, 9 Şubat 2011'de, üçüncü kez beraat edildi.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"The public prosecutor appealed the acquittal, just one day after the decision given by Istanbul 12th High Criminal Court.
","Savcı beraat kararına, İstanbul 12.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"And on January 24, 2013, the court ordered a lifetime sentence on Pınar Selek.
","24 Ocak 2013'de, mahkeme Pınar Selek'e ağırlaştırılmış müebbet hapis cezası verdi.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Selek's supporters
","Selek'in destekçileri
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"On her Twitter account, Pınar Selek called her supporters to the gates of the court during a break before the announcement for the final verdict, by tweeting:
","A break given before the final verdict.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"It is so important to meet up in front of the Caglayan Court Gate C. It does not seem good.
","@Pinar_Selek: Davaya karar icin ara verildi.Herkesin Caglayan Adliyesi C kapisinda acilen toplanmasi cok onemli.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Author of ""Blood & Belief"", Aliza Marcus expressed shock with the Turkish Judicial System by tweeting:
","""Kan ve İnanç"" kitabının yazarı, Aliza Marcus Türk yargı sistemi karşısındaki şaşkınlığını twitter'da şöyle belirtti:
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"@AlizaMarcus: The Turkish court system is so unbelievable: sociologist Pınar Selek acquitted 3 times & then sentenced to life in prison
","Türk yargı sistemi inanılmaz: Sosyolog Pınar Selek üç kez beraat ettirildi sonrasında ise ömür boyu hapis cezasına çarptırıldı.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Journalist Balçiçek İlter tweeted:
","Gazeteci Balçiçek İlter şöyle dedi:
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Life sentence for Pınar Selek after three acquittals.
","@Balciceki: Pınar selek'e 3 kez beraattan sonra müebbet!
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"There is no law in this country any more!
","Bu ülkede hukuk bitmiştir!
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Justice?
","Adalet mi?
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Do not make me laugh!
","Guldurmeyin beni!
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Another journalist Cüneyt Özdemir supported her by tweeting:
","Bir başka gazeteci Cüneyt Özdemir desteğini şu şekilde belirtti:
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Pınar Selek was not only at the wrong place at the wrong time.
","@cuneytozdemir: Pınar Selek yalnızca yanlış zamanda yanlış yerde bulunmadı.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"She was also born in the wrong country.
","Yanlış zamanda yanlış ülkede doğdu!
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Pınar Selek supporters shared this picture on the Facebook Page of ""Collectif Solidarité Pınar Selek"" to rally support for her acquittal:
","Pınar Selek destekçileri bu fotoğrafı ""Collectif Solidarité Pınar Selek"" adlı Facebook sayfasında paylaşarak, beraat kararı için destek verdi:
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Supporters of Pınar Selek are protesting the verdict of the court by carrying a banner saying ""We want Pınar Selek's acquittal back"".
","Pınar Selek destekçileri taşıdıkları pankartla beraat kararı istediler.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Picture taken from Collectif Solidarité Pinar Selek Facebook Page.
","Picture taken from Collectif Solidarité Pinar Selek Facebook Page.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"International organizations were trying to draw attention to Pınar Selek's trial earlier this week.
","Uluslararsı organizasyonlar bu hafta başında Pınar Selek'in davasına dikkat çekmeye çalışıyorlardı.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"The International Federation for Human Rights (FIDH) and World Organization Against Torture (OMCT) posted articles on January 21 on their websites mentioning the continuous judicial harassment against Pınar Selek.
","Uluslararsı İnsan Hakları Federasyonu (FIDH) ve Dünya İşkenceye Hayır Örgütü (OMCT) posted 21 ocakta kendi web sayfalarına Pınar Selek'e karşı sürdürülen hukuksal tacizi anlatan yazılar koydular.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"In December 2012, PEN, the worldwide association of writers, also expressed concerns regarding the judicial harassment of Pınar Selek.
","Aralık 2012'de, PEN, Dünya Yazarlar Birliği de, Pınar Selek'e yapılan hukuki işkenceye dikkat çeken bir makale yayınladı.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"After all she has been acquitted three times and still fighting for a fourth acquittal.
","Tüm bunlardan sonra Selek üç kez beraat edildi ve hala bir dördüncü beraat kararı için savaşıyor.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"It might be hard to understand how she can handle a 15 year-long trial which might end up in a definitive life sentence.
","Belki, müebbetle sonuçlanabilecek 15 yıllık bir davaya, nasıl dayandığını anlamak zor olabilir.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"But, her words on www.pinarselek.com website which has been lauvhed by her friends to support her, explains how she still fights for her freedom:
","Fakat, arkadaşları tarafından ona destek olmak amacıyla kurulan www.pinarselek.com sitesinde kendi söylediği sözler nasıl mücadele etmeye devam edebildiğini gösteriyor:
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"We ask to ourselves when we explore the poorness, unfairness, violence: ""Is happiness possible?""
","Yoksunlukları, adaletsizlikleri, şiddeti keşfettikçe kendi kendimize soruyoruz: “Mutluluk mümkün mü?”
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"I am one of the people who need freedom and justice to live the very short and beautiful adventure of existence.
","Ben, bu kısacık varoluş macerasını güzel yaşamak için adalete ve özgürlüğe ihtiyaç duyanlardanım.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"That is what I am fighting for.
","Bunun için politika yapıyorum.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Not to save others, to be happy, to change my life which has deep and complicated connections with the lives of others...
","Başkalarını kurtarmak için değil, mutlu olmak için, herkesinkiyle derinden ve karmaşık bağlara sahip olan hayatımı değiştirmek için...
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"I am keeping my eyes open and suffering, instead of closing my eyes and being unhappy.
","Gözümü yumup mutsuz olmamak için gözlerimi açıp acı çekiyorum.
",2013_01_27_pinar-selek-issused-a-lifetime-imprisonment-after-15-year-long-trial_
"Bangladesh: Another Indigenous Girl Raped and Killed · Global Voices
","Bangladeş: Bir Yerli Kızı Daha Tecavüz Edilerek Öldürüldü
",2013_01_01_bangladesh-another-indigenous-girl-raped-and-killed_
