en,tr,split
"“Ajami” is an outstanding film, and in many ways a breakthrough in Israeli cinema, but it might be too realistic, gritty, true-to-life, and perhaps too confusing for the average Oscar voter.",ajami harika bir film ve birçok yön israil sinema için bir dönüm nokta ama fazlasıyla gerçek ve oskara oy ver için fazla kafa karış ol,train
It’s about personal choice.,kişisel tercih ilgili,train
You were asking for it.,sen de bu ara zatend,train
"Part of the surge in tourism in recent years is thanks to the easing of visa restrictions on visitors from the People's Republic of China, which represents the single largest source of tourist visitors to Japan.",son yıl japonya turizm yüksel sebep i çin halk cumhuriyet gel ziyaretçi tanı vize kolay,train
"And since a normal protest doesn't work, the FSB's doors start to burn.",normal protesto hiçbir şey yara iç fsb kapı yan başla,train
I'm five minutes away from Tesfalem.,tesfalem'den sadece beş dakika uzak,train
Parents never stop!,ebeveynler hiç dur,train
But it could also be its salvation.,ancak bu o kurtul da ol,train
"His campaign platforms were based on liberalization and reform, and throughout his time in office he advocated for freedom of expression, tolerance, civil society, and diplomatic relations with the West.",mücadelesi liberaleşme ve reform üzer kurulu görev süre ifade özgür tolerans sivil toplum ve batı ile diplomatik ilişki destekle,train
"When we heard that there were 120,000 people living as refugees in their own country, fighting for mere survival and living on less than 20 cents per day, we had to act.",120.00 insan mülteci gibi yaşa yaşam mücadele ver ve gün 20 sent daha az para yaşa çalış duy hareket geç gerek,train
Albanians were shocked by both the parliament's refusal to allow Tahiri's arrest and by the unprecedented attack on the media by the prime minister.,arnavutlar hem parlamento tahir tutukla istek reddet ve hem de başbakan eş gör basın saldırı karşı şaşkın uğra,train
"Blogging at the Africa is a Country blog, Kenyan author Binyavanga Wainaina said Kenya is ""not a nation if we can’t properly memorialize each and every citizen we lose”:",kenyalı yazar binyavanga wainaina kenya iç hkakbet her bir vatandaş düzgün bir şekil an ulus değil de,train
"He thinks they were looking for someone with an accent similar to that which might be heard in Nablus, his character’s hometown.",frege'ye göre nablus oyna karakter memleket uygun bir aksan ara,train
Picture is taken from Ertuğrul Kürkçü's twitter account.,fotoğraf ertuğrul kürkçü twitter hesap al,train
They met and became friends when Milsom was convicted and gaoled for a 2012 armed robbery.,milsom 2012 yıl silah bir soygun neden hapis at sonra tanış arkadaş ol,train
"Deciding to marry her was a difficult decision for me at the beginning for all of these reasons, but I eventually decided that I wanted to live my life with her; love would conquer all.",onunla evlen karar ver baş tüm bu neden dolayı ben için zor bir karar ancak sonuç hayat o yaşa iste karar ver aşk herkes fethet,train
"For those who question the plot, they are labelled as spies, scum, or targets controlled by the secret police.",entrikayı sorgula casusdalcak veya gizli polis taraf kontrol et hedef ol damgala,train
He is the one.,o bu yap,train
"Those who choose not to do so are considered by the state as living in sin and committing adultery, an offense punishable by death.",bunu yap seç devlet taraf günah iç yaşa ve zina yap suç ile yargıla bu suç i idam ile ceza,train
A Student's Suicide Prompts Demands for Higher Education Reform in Afghanistan · Global Voices,bir öğrenci intihar afganistan yüksek öğretim sistem reform istem alev,train
"You are a whore, too.",sen de orospu tekis,train
Aerial view of Angkor Wat temple,angkor wat tapınak,train
The ongoing lack of connectivity in many communities is also a major obstacle for communities to become more active in this work.,birçok topluluk bağlantı yoksun da bu konu etkin ol engelle etmen ol,train
The words of the Ghanaian president now addressed to Macron are therefore more likely to be understood as a call to African heads of state than to international donors.,"dolayısıyla, gan cumhurbaşkanı şimdi macron yönel söz ulus bağışçı ziyade afrika devlet başkan bir seslen ol algıla daha yüksek",train
Filipinos Find Ingenious Ways to Build Their Own Basketball Hoops · Global Voices,filipinliler basketbol pota yap için dahiyane yol bul,train
Being human is enough.,insan ol yeterli,train
"Egyptian blogger Zeinobia says this sentence, for which a final verdict is due to be issued on April 28, breaks a new world record.",mısırlı blogcu zeinobi nihai karar 28 nisan açıkla bu mahkeme karar yeni bir dünya rekor kır yaz,train
Others simply adapted and on top of that claimed they were innovative.,diğerleri sadece uyum sağla her ne kadar yenilikçi ol söyle de,train
"In a brief chat with Global Voices, Saavedra expressed his distaste for the measures :",global voices ile kısa bir söyleşi ardındand saavedrad terbir hak hoşnutsuz dil getir :,train
Average age is 37-year old;,yaş ortalama 377,train
"In April, the first Russian-Chinese Forum on Internet Security was held in Moscow, and Mr. Volin’s China-Russia Internet Media Forum came a few months later.",nisan ay moskova ilk rusyaççi internet forum düzenle ardından birkaç ay sonra aleksey volin rusyaççi internet medya forum düzenle,train
We will continue to talk.,konuşmaya devam et,train
"Anti-corruption group Transparency International Papua New Guinea said the circular ""gags public servants"".",yolsuzlukla mücadele grup ulus şeffaf örgüt genelge hkam görev mahvet söyle,train
"#YemenInNumbers: #UNICEF has reported that over 1M #Yemen-i children are unable to go to school due to the conflict. pic.twitter.com/rWxLBGfVue — Ruba A. (@raleryan) April 9, 2015",❓yemeninnumbers: junicef çatış neden 1 milyon üzer zyemen çocuk okul git belir,train
Such landscapes are known as satoyama in Japanese.,bu tür arazi japonca satoya de,train
"I voted ""no"".","""hayır"" de",train
"The procedural change reducing the quorum needed for the “Committee of the Whole Council” from 35 to 20 is meant to disrupt the democrats' stalling; the pro-Beijing camp argues that the ""Committee of the Whole Council"", which has up until now functioned as a meeting of the whole Legislative Council, should be understood as any other sub-committee which does not abide by Article 75's quorum requirement.","""tüm meclis komitesif için gerek yet sayı 35 20 in usul değişik amaç demokrat bu oyala numara boz meclis komite bu zaman kadar yasa meclis bir kurul ol faaliyet göster ancak şimdi 75 madde yet sayı gerek uy gerekçe pekin yanlı taraf söz konu komite herhangi bir altokmoti ol kal gerek ön sür",train
"Like other Balkan countries, Montenegro had adopted new laws that make “joining or participating” in foreign armies, police, paramilitary or para-police groups a criminal offense, punishable by jail terms of six months to 10 years.",diğer balkan ülke gibi karadağ yabancı ordularad polise yarı askeri veya yarı polis grup hkat veya katkı bulun 6 ay ile 10 yıl ara hapis ceza ol bir suç ol için yeni mevzuat kabul et,train
"With the addition of the Spanish diminutive ending of -ita, the word becomes cholita, a term of endearment used in Bolivia for indigenous Aymara women who wear a bowler hat, distinctive skirt and blouse and a colorful shawl, with the hair tied back in two long braids down their backs.",ispanyolca küçül ek ol iita ek al kelime bolivya yerli tatlı bir hitap şekil oland cholita şekil al,train
"In this campaign, designed by the Bishkek Feminists civic group, advocates argue for an increase in the quota of women in the parliament.",bişkek feminis gurup taraf düzenle bu kampanya savunu parlemento bayan sayı art amaçla,train
Screenshot from Sisi Trump meeting at the White house.,beyaz saray si ve trump görüşme bir görüntü,train
"Its contributors were known for their critical stance on government policies and practices and they had faced various threats before their arrests last year, but had not faced direct legal challenges until April of 2014.","katılımcıları, devlet politika ve uygula karşın eleştirel dur tanı ve tutukla önce çeşit tehdit ile karşılaş fakat nisan 2014 kadar yasal bir sorun orta çık",train
"My family and I were spared from (the) 1998 looting, rape, and violence but we lived the era where we were subjected to politically motivated racism.",ailem ve ben ibav8z yağmala tecavüz ve şiddet kurtul ama politik ol motive et ırkçı maruz kal dönem yaşa,train
"After Oct 30 whole ah unnu gone, di ppl dem still haffi guh wade thru river & unnu will lol about the times unnu did guh dem place deh. — Empress Yolie (@jahmekyagyal) October 27, 2017",after october 30 all of you will be gone and the people will still have to wade through a rivery you will llol about the times you went to those placese,train
A theatre performance devoted to activism against gender-based violence in Tajikistan.,cinsiyet kaynak şiddet karşı aktivizme ada bir tiyatro,train
The parents are worried.,ebeveynler endişe,train
Cuba has been under strict embargo for years and coming up with a vaccine for lung cancer would seem difficult.,küba yıl sıkı bir ambargo alt ve akciğer kanser karşı bir aş üre olanak gör,train
