en,tr,split
"Explaining that economic foundations are strong and they returned to their structural reform agenda without losing any time , Şimşek said , "" Turkey returned to its main agenda , there are advances in the structural reforms . ""","Ekonominin temellerin genel olarak sağlam olduğunu ve hiç zaman kaybetmeden tekrar normal yapısal reform gündemlerine geri döndüklerini ifade eden Şimşek , "" Türkiye asli gündemine dönmüştür , yapısal reformlarda ilerleme vardır . """,train
You cannot retire on account of disability .,Malulen emekli olamazsınız .,train
It was reported that work has been done to ensure a consensus between AKP and the opposition on the coming bill of law .,Gelen kanun teklifi üzerinde AKP ile muhalefet arasında uzlaşı sağlanması için çalışmalar yapıldığı öğrenildi .,train
"Some residents left the district with a white flag hung from their cars , and those who do not have cars moved to the surrounding district taking as many articles as they could with them .",Kimi vatandaşın aracına astığı beyaz bayrakla ilçeyi terk ederken aracı olmayanlar ise taşıyabildikleri eşyaları yanlarına alarak çevre il ve ilçelere taşındı .,train
"According to the report of the World Health Organization published in 2013 on the Global Tobacco Epidemic , Turkey , in terms of tobacco control , achieved a high degree of success and became the first and only country to have met all the criteria .","Dünya Sağlık Örgütünün 2013 yılı Küresel Tütün Salgını Raporu ' na göre , Türkiye , tütün kontrolü açısından üst düzeyde başarı sağlayarak tüm kriterleri sağlayan ilk ve tek ülke olmuştur .",train
The latest mission by the Kepler space telescope has helped astronomers collect the most complete catalog of spin rates among the stars of the Pleiades cluster .,"Kepler uzay teleskopu , son görevi ile gökbilimcilerin Ülker takım yıldızındaki yıldızların dönüş hızları açısından en eksiksiz kataloğu oluşturabilmesine yardımcı oldu .",train
"Some residents left the district with a white flag hung from their cars , and those who do not have cars moved to the surrounding district taking as many articles as they could with them .",Kimi vatandaşın aracına astığı beyaz bayrakla ilçeyi terk ederken aracı olmayanlar ise taşıyabildikleri eşyaları yanlarına alarak çevre il ve ilçelere taşındı .,train
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .",Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .,train
M.K. fired a single shot into the ground with pump-action shotgun while passing by a playground full of children .,M.K. çocuklarla dolu oyun alanının yanından geçtiği sırada pompalı tüfekle yere bir el ateş etti .,train
The need for cash emerged for most residents because the ban has exceeded one month .,Yasağın bir ayı geçmesi sebebiyle çoğu vatandaşın nakit para ihtiyacı baş gösterdi .,train
Kepler measures spin rates of stars in Pleiades cluster,"Kepler , Ülker takım yıldızındaki yıldızların dönüş hızını ölçtü",train
"The new data is helping astronomers understand why stars in the cluster spin at varying rates , as well as how rotation periods relate to planet formation .","Yeni veriler , gökbilimcilerin takım yıldızındaki yıldızların neden değişken hızla döndüğünü ve dönüş dönemlerinin gezegen oluşumu ile ilgisini anlayabilmesine yardımcı oluyor .",train
"If you first started working before that date , and in case SGK establishes that you were disabled before starting work , you may be granted partial old-age pension with the condition of having been insured for at least 15 years and having paid insurance premium for 3,600 days .","İlk defa bu tarihten önce çalışmaya başladıysanız , SGK sizin çalışmadan önce malul olduğunuzu tespit etmesi halinde , sizde en az 15 yıl sigortalılık süresi ve 3600 prim gün sayısı şartı ile kısmi yaşlılık aylığı alabilirsiniz .",train
The Ministry of Security stated that three of the attackers were neutralised .,"Güvenlik Bakanı , saldırganlardan üçünün etkisiz hale getirildiğini bildirdi .",train
"Mentioning that Turkey 's democracy got stronger , Şimşek said , "" In my opinion , the foundations of Turkey 's democracy got stronger ; because when you look at the root of the problems in the recent past , you will certainly see that this gang of betrayers had a hand in the matter . ""","Türkiye ' nin demokrasisinin sağlamlaştığını dile getiren Şimşek "" Bence Türkiye ' nin demokrasisinin temelleri sağlamlaştı ; çünkü yakın geçmişteki sorunların kökenine baktığınız zaman mutlaka bu ihanet şebekesinin işin içinde olduğunu görürsünüz .",train
""" And I know Sikorsky and the state of Connecticut are very proud of the fact that they contribute to our national security , that there are , I assume , hundreds if not thousands of people whose job depends on that .",""" Ve biliyorum ki Sikorsky ve Connecticut eyaleti ulusal güvenliğimize yaptıkları katkılardan çok gurur duyuyorlar ve zannediyorum ki binler olmasa bile yüzlerce kişinin işi buna bağlı .",train
Get the support of specialists dealing with being a fan .,Fanlık konusunda mutlaka uzman desteği alın .,train
Failure to lose weight when fat and failure to gain weight when slim are cured with the same technique .,Şişmanlıkta kilo verememekle zayıflıkta kilo alamamak aynı teknikle tedavi ediliyor .,train
"Actually , people hear only those sounds that they focus on , but all the other sounds are also transmitted to the brain and it is tiring .",Gerçi insan yalnız konsantre olduğu sesi duyar ama diğer sesler de beyne iletiliyor aslında ve yorgunluğa yol açıyor .,train
"It was reported that among the injured undergoing treatment , five-year old Yildizsu Unus faces the risk of losing her left eye .",Hastanede tedavisi süren yaralılardan 5 yaşındaki Yıldızsu Unus ' un sol gözünü kaybetme riskiyle karşı karşıya olduğu belirtildi .,train
"However , since the curfew continues in the districts , there are no cars going to Mardin and entrance to the districts is forbidden ; the students that did not want to go could not take the exam .","Ancak ilçelerde hala sokağa çıkma yasağı devam etmesi , Mardin ' e gidecek araçların olmaması ve ilçelere girişlerin yasak olduğu için gitmek istemeyen öğrenciler sınava giremedi .",train
"However , residents had to move from there because clashes recently occurred also in these neighbourhoods .",Ancak son zamanlarda bu mahallelerde de çatışmaların yaşanması sebebiyle vatandaşlar buradan da taşınmak zorunda kaldı .,train
"Following the unexpected fall in gold prices in April , there was an increase in demand and jewellery stocks were sold out quickly . ""","Nisanda altın fiyatlarının beklenmedik bir şekilde düşmesinin ardından , talepte yükseliş yaşandı ve kuyumcu stokları hızla tükendi "" dedi .",train
They 're spinning as fast as they ever will .,Yaşamları boyunca olabilecek en yüksek hızda dönmektedirler .,train
Even knowing this is enough to increase their admiration .,Bunu bilmek bile yetiyor fanlığı artırmaya .,train
"Security forces identified terror organizations that were organizing camps under the name of "" summer camp "" and "" student camp "" for young people to recruit followers and warned families not to send their children to these camps .","Terör örgütlerinin taraftar toplamak için gençlere yönelik "" yaz kampı "" "" öğrenci kampı "" adı altında kamplar düzenlediğini tespit eden güvenlik güçleri , çocukların bu kamplara gönderilmemesi konusunda aileleri uyardı .",train
The residents have to use their credit cards in a district in which all the banks and ATMs are closed .,Bütün banka ve ATM ' lerin kapalı olduğu ilçede vatandaşlar Kredi Kartını kullanmak zorunda kaldı .,train
The most important thing is I do not know why .,En önemlisi bunun sebebini de bilmiyorum .,train
"Ferhat Turan , Ercan Turan , Kader Balkir , Yildizsu Unus and Inci Kaya were injured and taken to nearby hospitals by ambulance .","Yaralılar Ferhat Turan , Ercan Turan , Kader Balkır , Yıldızsu Unus , İnci Kaya ambulanslarla çevredeki hastanelere kaldırıldı .",train
Residents of the neighbourhoods that do not have trenches and barricades also had to leave because of the clashes experienced there .,Hendek ve barikatların bulunmadığı mahallelere de çatışmaların yaşanması sebebiyle de burada yaşayan insanlarda göç etmek zorunda kaldı .,train
The group started dispersing after the sending-off ceremony .,Asker uğurlamasının ardından grup dağılmaya başladı .,train
"Many of the stars in the cluster are just now reaching adulthood , having been born roughly 125 million years ago .",Takım yıldızındaki yıldızların çoğu 125 milyon yıl önce oluşmuştur ve yeni yeni erişkinlik seviyesine ulaşmaktadır .,train
"Zeybekçi stated that a green passport will be given to exporters later on as well , and added , "" A law for one of the recent decisions was issued , and we finished its regulation in the ministry of economy ; we will put the privileged green passport which represents our country under the order of our exporters with around 17 or 20 thousand exporters among the exporters in the first round . ""","Zeybekci ayrıca ilerleyen zamanlarda ihracatçılara yeşil pasaport verileceğini belirterek , "" En son kararlardan bir tanesi ki onun kanunu çıktı , şu anda yönetmeliğini de ekonomi bakanlığında bitirdik ; ihracatçılarımızdan yaklaşık olarak , ilk rakamlar itibariyle 17 ile 20 bin civarındaki ihracatçımıza da bu ülkeyi temsil eden imtiyazlı yeşil pasaportu , ihracatçımızın emrine vereceğiz "" ifadesini kullandı .",train
"Moreover , the 10-year insurance period is not required . What the SGK looks for is this :",Ayrıca 10 yıl sigortalılık süresi aranmayacaktır . SGK burada şuna bakıyor .,train
They 're spinning as fast as they ever will .,Yaşamları boyunca olabilecek en yüksek hızda dönmektedirler .,train
"In one of these neighbourhoods , in Dağkapı , first cousins 12 year-old Yusuf Akalın and 11 year-old Büşra Akalın were killed because they were hit by shrapnel after an explosion hit their door when they were in the backyard .","Bu mahallelerden Dağkapı Mahallesinde , evinin avlusundayken kapıya isabet eden patlayıcı sonrası vücutlarına şarapnel parçası isabet eden amca çocukları 12 yaşındaki Yusuf Akalın ve 11 yaşındaki Büşra Akalın hayatını kaybetti .",train
