en,tr,partition
"The earlier you are granted pension , the more you will be paid , and you will be able to repay your debt .
","Ne kadar erken aylık bağlanırsa o kadar fazla aylık alır ve borcunuzda bir an önce ödersiniz .
",newsdev2016
"It will be easy to get credit since these institutions will deduct the repayment installments from your pension .
","Bu kuruluşlar sizin aylığınızdan kesinti yaptıkları için borçlanmanız kolay olacaktır .
",newsdev2016
"What is the basis for granting the disability pension ?
","Malullük aylığı hangi statüye göre bağlanır ?
",newsdev2016
"I worked in accordance with the SSK , Bağ-Kur and Retirement Funds .
","Hem SSK hem Bağ-Kur hem de Emekli Sandığına tabi olarak çalıştım .
",newsdev2016
"When am I entitled to a pension and which institution will grant me the pension ?
","Aylığı hak ettiğimde nereden bana aylık bağlanacak ?
",newsdev2016
"- Dear reader , if you have worked with more than one status – as Bağ-Kur , SGK or a civil servant – your disability pension will be granted by the very last insurance status . In other words , if your last position was insured by SGK , you will be paid by SGK if you resign from work and meet all the other conditions .
","- Değerli okurum , Bağ-Kurlu , SSK ’ lı ve memur olarak birden fazla statüde çalıştıysanız malullük aylığınız , en son ki sigortalılık haline göre bağlanır . Yani en son SSK ’ lı olarak bir yerden sigortalı iseniz işten ayrılmanız ve diğer şartları da taşımanız kaydıyla SSK ’ dan aylık alırsınız .
",newsdev2016
"Hospital reports that are valid at the SGK
","SGK da geçerli olan hastane raporları
",newsdev2016
"How do I apply for disability ?
","Malullük başvurusu nasıl yapılır ?
",newsdev2016
"Which are the hospitals from where I can get a health report ?
","Hangi hastanelerden sağlık raporu alabilirim ?
",newsdev2016
"For health council reports , it is sufficient to apply to the provincial social security directorates or social security centres .
","- Sağlık kurulu raporları için bağlı olduğunuz sosyal güvenlik il müdürlükleri veya sosyal güvenlik merkezlerine başvurmanız yeterlidir .
",newsdev2016
"The SGK will ask you to visit an educational and research hospital associated with the Ministry of Health , a University hospital ( excluding private university and foundation hospitals ) or a military hospital of the Turkish Armed Forces .
","SGK sizi Sağlık Bakanlığı eğitim ve araştırma hastanelerine , Üniversite hastanelerine ( Özel üniversite ve vakıf hastaneleri hariç ) , Türk Silahlı Kuvvetlerine bağlı asker hastanelerine sevk edecektir .
",newsdev2016
"However , if those hospitals are not present in the province where you live , you may be sent to a fully established hospital run by the Ministry of Health .
","Ancak , ikamet ettiğiniz ilde bu hastanelerin bulunmaması durumunda , Sağlık Bakanlığının tam teşekküllü hastanelerine de sevk işlemi yapılabilir .
",newsdev2016
"Can I be sent to a private hospital ?
","Özel bir hastaneye sevk yapılması mümkün değil mi ?
",newsdev2016
"- It is possible , but there are conditions applicable .
","- Mümkün ancak şartları var .
",newsdev2016
"According to the former legislation , only those patients in state hospital intensive care units with an emergency risk can be referred to the hospitals where they are , but with the new regulations coming into force with effect from 1 September , 2013 , as long as the hospital has an agreement with the SGK , intensive care patients with an emergency risk can be referred to the hospital where they are even if this hospital is private and the health council reports of those hospitals will also be valid .
","Eski düzenlemede sadece devlet hastaneleri olmak kaydıyla yoğun bakımda yatan ve hayati riskli hastaların sevki , yattığı hastaneye yapılabilmekte iken 01.09.2013 de yürürlüğe girecek olan yeni yönetmelik ile artık SGK ile anlaşmalı olmak kaydıyla , yoğun bakımda tedavi gören ve başka bir hastaneye nakledilmesi hayati risk taşıyan hastaların sevki bulunduğu özel hastaneye de yapılabilecek ve buradan almış olduğunuz sağlık kurulu raporları da geçerli sayılacaktır .
",newsdev2016
"What are the requirements for an operation prescribed by referral ?
","Sevk işlemleri için aranan şartlar neler ?
",newsdev2016
"To carry out referral operations that diagnose the disability status of the insured , it is sufficient to have paid the premium for 1,800 days .
","SEVK talebinde bulunan sigortalının malullük durumunun tespitine ilişkin sevk işleminin yapılabilmesi için 1800 gün primin olması yeterlidir .
",newsdev2016
"Hospital expenses related to establishing the disability status are paid by the SGK .
","Malullük tespitine ilişkin hastane masrafları SGK tarafından ödenecektir .
",newsdev2016
"Moreover , the 10-year insurance period is not required . What the SGK looks for is this :
","Ayrıca 10 yıl sigortalılık süresi aranmayacaktır . SGK burada şuna bakıyor .
",newsdev2016
"In case of a disability pension grant , if the person is in need of care , only 1,800 days will be sufficient without the 10-year requirement and the pension is granted on the basis of the health council report .
","Malullük aylığının bağlanması durumunda eğer kişi bakıma muhtaç derecede malül ise sigorta şartları arasında olan 10 yıl sigortalılık süresi aranmadan sadece 1800 günü yeterli bularak sağlık kurulu raporuna göre aylık bağlanıyor .
",newsdev2016
"For this reason , when the person requests diagnosis of his or her disability for the first time , the SGK checks only the 1,800 day requirement in case of a disability that needs nursing care .
","Bu nedenle kişi ilk defa maluliyetinin tespitine geldiğinde bakıma muhtaç derece de malul olabilme ihtimaline karşı SGK sadece 1800 gününe bakarak maluliyet tespitine gidiyor .
",newsdev2016
"Narghile operation
","Nargile operasyonu
",newsdev2016
"The police have begun to check the bans introduced in Narghile cafes .
","Nargile kafelere uygulanmaya başlanan yasaklar için zabıta denetimlere başladı .
",newsdev2016
"Many shops and establishments had to stop selling narghile after inspections were carried out over the weekend .
","Hafta sonu yapılan denetimler sonucu birçok işletme nargile satışını durdurmak zorunda kaldı .
",newsdev2016
"The police began to organize operations at narghile cafes in Istanbul in response to new regulations that were being enforced .
","Zabıta , İstanbul ’ daki nargile kafelere yürürlüğe giren tebliğle operasyon düzenlemeye başladı .
",newsdev2016
"Narghile sales were stopped in establishments without a licence after conducting an operation in narghile cafes in the Beşiktaş area .
","Beşiktaş bölgesindeki nargile kafelere gerçekleştiren operasyon ile ruhsatı olmayan işletmelerin nargile satışı durduruldu .
",newsdev2016
"While almost all narghile cafes were affected by the raids , penalties shall be imposed on cafes that continue to sell narghile .
","Neredeyse tüm nargile kafeleri denetimlerden etkilenirken nargile satışına devam eden işletmecilere ilk aşamada para cezası kesilecek .
",newsdev2016
"Shops and establishments that continue selling shall be shut down .
","Satışa devam eden işletmeler ise mühürlenerek kapatılacak .
",newsdev2016
"SALES HAVE BEEN BANNED
","SATIŞLAR DURDURULDU
",newsdev2016
"The Tobacco and Alcohol Market Regulatory Authority ( TAPDK ) published the "" Regulations on the Issue of Conformity Certificates to the Area ( s ) of Narghile Tobacco Product Smoking Shops and Establishments and the Requirements to be met in order to operate such Places "" last February .
","Tütün ve Alkol Piyasası Düzenleme Kurumu ’ nun ( TAPDK ) “ Nargilelik Tütün Mamulü İçilen İşyerine Ait Alan / Alanlara Sunum Uygunluk Belgesi Verilmesi ile Bu Yerlerin İşletilmesinde Uyulması Gerekli Hususlar Hakkında Tebliği ” geçen şubat ayında yayımlandı .
",newsdev2016
"A notification was issued granting a five-month period to move narghile cafes at least 200 meters away from schools .
","Yapılan tebliğ ile nargile kafelerin , okullardan en az 200 metre uzağa taşınması beş aylık süre tanındı .
",newsdev2016
"It is also prohibited to smoke narghile in public indoor venues .
","Ayrıca kapalı mekanlarda nargile içilmesi de yasak .
",newsdev2016
"The first set of raids against shops and establishments not complying with the notification commenced yesterday in Beşiktaş .
","Söz konusu tebligata uymayan işletmelere ilk operasyon geçen gün itibariyle Beşiktaş ’ tan başladı .
",newsdev2016
"Many establishments without a narghile licence had to discontinue sales , including the most popular narghile cafes in the neigbourhoods of Istanbul such as Al Faker in Bebek , İkram Narghile in Ihlamur Kasri and Mis Narghile Cafe in the Beşiktaş marketplace .
","İstanbul ’ un en popüler nargile mekanları olan Bebek ’ teki Al Faker , Ihlamur Kasrı ’ ndaki İkram Nargile Kafe ve Beşiktaş çarşındaki Mis Nargile Kafe başta olmak üzere birçok nargile ruhsatı olmayan işletme de satışlarını durdurmak zorunda kaldı .
",newsdev2016
"Fines start from 23,000 TL
","Cezalar 23 binden başlıyor
",newsdev2016
"The police will impose fines starting from 23,000 TL if these establishments without a licence continue selling narghile .
","Zabıta , ruhsatı olmayan mekanların nargile satışına devam etmesi durumunda 23 bin TL ’ den başlayan cezalar kesecek .
",newsdev2016
"The shops and establishments that are fined three times will be shut down and sealed .
","Üç kez para cezası alan mekanlar ise mühürlenecek .
",newsdev2016
"Apparently , there are only five shops and establishments at present having a valid narghile cafe license in Istanbul .
","İddialara göre şu anda İstanbul ’ da yaklaşık beş işletmecide nargile kafe ruhsatı bulunuyor .
",newsdev2016
"Warnings were affixed to bottles
","Şişelere uyarı yapıştırıldı
",newsdev2016
"The TAPDK made it mandatory to put a ' warning ' hologram on narghile bottles with effect from July 27 . In compliance with the notification published , the health warnings must be in cylindrical or conical form according to the form of the bottle .
","TAPDK , 27 Temmuz itibariyle işletmecilerin nargile şişelerini ‘ uyarılı ’ hale getirmesini zorunlu hale getirmişti . Yayınlanan tebliğe göre sağlık uyarıları nargile şişesinin biçimine göre silindirik veya konik biçimde olmuştu .
",newsdev2016
"Warning stickers are affixed to the device starting from the mouthpiece of the bottle .
","Uyarılar , şişelerin ağız bölümünden başlayacak şekilde uygulanıyor .
",newsdev2016
