en,tr,split
"In the region, land degradation and cultivation of marginal land increase the risk that extreme events can develop into natural disasters.","Bölgede, marjinal arazilerin(sadece geleneksel toprak işlemeli tarımın yapıldığı arazi) işlenmesi ve toprak kaybı, aşırı uç olayların doğal afet haline gelmesi riskini artırıyor.",train
"On May 22, a suicide bomber killed 23 people and left 102 people injured when he blew himself up in the Imam Ali Mosque in Al Qadih, in Qatif, in the Eastern province of Saudi Arabia.","22 Mayıs'ta bir canlı bomba, Suudi Arabistan'ın doğu vilayeti Qatif, el Qadih'de İmam Ali camisinde patlayarak 23 kişinin ölümüne yol açarken 102 kişinin de yaralanmasına neden oldu.",train
The list of 13 demands outlined urgent measures necessary to secure equal treatment for all journalists and prevent the collapse of free media in Serbia.,13 talepten oluşan listede; bütün gazetecilerin eşit muamele görmesini sağlamak ve Sırbistan'daki basın özgürlüğünün devamlılığını sağlamak için gerekli önlemlerden bahsedildi.,train
"But the debate went further, with many claiming that the Sun even rotated around the stationary Earth.","Konu, Güneş'in Dünya'nın etrafında döndüğünün iddia edilmesine değin ilerledi.",train
A guest blogger at Sachalayatan reminisces about his childhood memories of going to cinemas with family.,Sachalayatan'da konuk bir blog yazarı çocukluğunda ailesi ile birlikte sinemaya gidişlerini anımsıyor.,train
"Power at the wrong time, in the hands of the wrong people can ignite waves of rage.","Gücün yanlış zamanda, yanlış ellerdeki insanlarda bulunması öfkeyi alevlendirebilir.",train
All we have to do is condemn .,Tek yapmamız gereken kınamak.,train
They pushed me several times and broke my belongings.,Beni defalarca itip kaktılar ve eşyalarımı kırdılar.,train
"Assefa’s friends say that he always wished to return to his childhood home Chencha, a village in southern Ethiopia.","Arkadaşları, Assefa'nın hep Etiyopya'nın güneyindeki bir köy olan Chencha'daki çocukluk evine dönebilmeyi dilediğini söylüyor.",train
Mukwenge's 15 year-long activism in favor of victims of sexual violence by armed factions in the Kivu province of the Democratic Republic of Congo was recently awarded with several prizes.,"Mukwenge'nin,Kongo Demokratik Cumhuriyeti'nin Kivu bölgesinde silahlı gruplar tarafından cinsel şiddete maruz kalanların lehine sürdürdüğü 15 yıllık aktivizmi kısa süre önce birkaç kez ödüllendirildi.",train
8 municipalities in Taiwan have started second stage water restrictions since Feb 26.,26 Şubat itibariyle Çin Cumhuriyeti'nde 8 Belediye ikinci derece su kısıtlamasına geçiş yaptı.,train
The volcanic eruption has produced some fantastic images that are being shared all over social media.,Volkanik patlama sırasında çekilen bazı fantastik görüntüler sosyal medyada da paylaşıldı.,train
"This activity rose to unprecedented levels in 2016, with Russian cybersecurity company Kaspersky Labs reporting 194 Chinese cyberattacks in the first 7 months of the year alone—compared to just 72 in 2015.","Bu faaliyetler, Kaspersky Lab adında bir Rus siber güvenlik şirketinin Çin'den yılın sadece ilk 7 ayında 194 ayrı siber saldırı gerçekleştirildiği açıklamasının ardından (2015'te bu saldırıların sayısı 72 idi) daha önce eşi benzeri görülmemiş bir seviveye ulaşmıştır.",train
"Writing on Facebook, Ziad Khilleh shares a bit of Syrian humor, suggesting that the only legitimate marches from a Syrian official perspective are presumably those glorifying Syrian dictator Bashar Al Assad.","What other marches could even be possible, even in Paris, after all?",train
"On the other side, many have questioned the effectiveness of the ban.","Diğer bir yanda, bir çok kişi yasağın etkililiğini sorguladı.",train
Now its a clothes market.,Şimdi burası bir giyim pazarı.,train
"I decided to start my own Netblog, what are the the official forms I am supposed to fill?","Kendime bir blog açmaya karar verdim, doldurmam gereken resmi formlar nelerdir?",train
"Japan, around 1870-1890.","Japonya, 1870-1890 arası.",train
"This case centers on Momade Assife Abdul Satar, better known as Nini, one of those sentenced for the killing in November 2000 of Carlos Cardoso, a Mozambican journalist who exposed a government corruption scandal and founder of the country's first journalist cooperative.","Bu dava, Kasım 2000'de hükümetin yolsuzluk skandalı ve ülkenin ilk gazeteci kooperatifinin kurucusu olan bir Mozambik gazetecisi Carlos Cardoso'nun öldürüldüğü olayda Nini olarak bilinen Momade Assife Abdul Satar'ı merkeze koyuyor.",train
Kampot fish market,Kampot balık pazarı.,train
"On January 31, Amani Baya and Jack Muguna of Nairobi Horns Project were arrested on what Jibril calls “trumped-up charges that reflect the impunity and gross unfairness of our legal and enforcement systems,” and called on fans of Jibril’s highly popular Choices Thursday Night — Live music event:","31 Ocak’ta, Nairobi Horn Projesi’nden Amani Baya ve Jack Maguna, “yasal ve yaptırım sistemlerimizdeki haksızlık ve adaletsizliği yansıtan düzmece cezalar” yüzünden tutuklandı.",train
"Two years later, children in southern Damascus are eating crumbs off the street as they starve under siege.","İki yıl sonra, Şam'ın güney kısmındaki çocuklar kuşatma altında açlık içinde sokaklardaki kırıntıları yiyorlar.",train
Source: Facebook page of Hoàng Sa Club,Kaynak: Hoàng Sa Club'un Facebook sayfası.,train
Among the damaged structures were 187 brick temples in the ancient capital of Bagan.,Zarar gören binalar arasında antik başkent Bagan'daki 187 adet tuğla tapınak bulunmakta.,train
They have seen online repression grow and become more institutionalized with the launch of an official cyber police force.,"İnternet üzerindeki baskının artışını ve resmi internet polisinin kurulmasıyla, bu baskının kurumsallaştığını gördüler.",train
The Prime Minister has some colourful support.,Burada bazı açıklamalar var.,train
Copyright Demotix (14/08/2014).,Copyright Demotix (14/08/2014).,train
Previous requests to set up formal post-secondary education in Kurdish language and literature by Kurdish authorities had been rejected.,Kürt yetkililerin daha önceki lise sonrası Kürtçe dili eğitimi talepleri reddedilmişti.,train
"In 2016, China Literature paid nearly RMB 1 billion yuan — approximately US$150 million — for 5.3 million writers in which just over one hundred top authors gained more than 1 million yuan.",2016'da Çin Edebiyat şirketi tamı tamına 5.3 milyon yazara ortalama 1 milyar yuan RMB yani 50 milyon lira ödedi.,train
City market of Battambang,Battambang şehir pazarı.,train
"According World Press Freedom Index, compiled by Reporters without Borders, Czech Republic's rank fell from 14 in 2012 to 23 in 2017.","Several bills were drafted during 2016 with the aim of increasing the penalties for criminal defamation, especially when the President is concerned.",train
"“Ajami” is an outstanding film, and in many ways a breakthrough in Israeli cinema, but it might be too realistic, gritty, true-to-life, and perhaps too confusing for the average Oscar voter.",Ajami harika bir film ve birçok yönden İsrail sineması için bir dönüm noktası ama fazlasıyla gerçekçi ve Oskara oy verenler için fazla kafa karıştırıcı olabilir.,train
It’s about personal choice.,Kişisel tercihle ilgili.,train
You were asking for it.,Sen de bunu arıyordun zaten.,train
"Part of the surge in tourism in recent years is thanks to the easing of visa restrictions on visitors from the People's Republic of China, which represents the single largest source of tourist visitors to Japan.",Son yıllarda Japonya'da turizmin yükselişinin sebebi ise Çin Halk Cumhuriyeti'nden gelen ziyaretçilere tanınan vize kolaylığı.,train
"And since a normal protest doesn't work, the FSB's doors start to burn.","Normal protestolar hiçbir şeye yaramadığı için, FSB kapıları yanmaya başlıyor.",train
I'm five minutes away from Tesfalem.,Tesfalem'den sadece beş dakika uzaktayım.,train
Parents never stop!,Ebeveynler hiç durmazlar!,train
But it could also be its salvation.,Ancak bu onun kurtuluşu da olabilir.,train
"His campaign platforms were based on liberalization and reform, and throughout his time in office he advocated for freedom of expression, tolerance, civil society, and diplomatic relations with the West.","Mücadelesi liberalleşme ve reform üzerine kuruluydu, görevi süresince ifade özgürlüğünü, toleransı, sivil toplumu ve Batı ile diplomatik ilişkileri destekledi.",train
"When we heard that there were 120,000 people living as refugees in their own country, fighting for mere survival and living on less than 20 cents per day, we had to act.","120.00 insanın mülteci gibi yaşadığını, yaşam mücadelesi verdiğini ve günde 20 sentten daha az parayla yaşamaya çalıştığını duyduğumuzda, harekete geçmemiz gerekti.",train
Albanians were shocked by both the parliament's refusal to allow Tahiri's arrest and by the unprecedented attack on the media by the prime minister.,Arnavutlar hem parlamentonun Tahiri'nin tutuklanma isteğini reddetmesi ve hem de başbakanın eşi görülmemiş basın saldırısı karşısında şaşkınlığa uğramıştı.,train
"Blogging at the Africa is a Country blog, Kenyan author Binyavanga Wainaina said Kenya is ""not a nation if we can’t properly memorialize each and every citizen we lose”:","Kenyalı yazar Binyavanga Wainaina Kenya için, ""kaybettiğimiz her bir vatandaşı düzgün bir şekilde anmıyorsak ulus değildir"" dedi:",train
"He thinks they were looking for someone with an accent similar to that which might be heard in Nablus, his character’s hometown.","Frege'ye göre Nablus'a, oynadığı karakterin memleketine uygun bir aksan aranıyordu.",train
Picture is taken from Ertuğrul Kürkçü's twitter account.,Fotoğraf Ertuğrul Kürkçü'nün twitter hesabından alınmıştır.,train
They met and became friends when Milsom was convicted and gaoled for a 2012 armed robbery.,Milsom 2012 yılında silahlı bir soygun nedeniyle hapse atıldıktan sonra tanışıp arkadaş oldular.,train
"Deciding to marry her was a difficult decision for me at the beginning for all of these reasons, but I eventually decided that I wanted to live my life with her; love would conquer all.","Onunla evlenmeye karar vermenin başında tüm bu nedenlerden dolayı benim için zor bir karardı, ancak sonuçta hayatımı onunla yaşamak istediğime karar verdim, aşk herkesi fethedecekti.",train
"For those who question the plot, they are labelled as spies, scum, or targets controlled by the secret police.","Entrikayı sorgulayanlar casus,alçak veya gizli polis tarafından kontrol edilen hedefler olarak damgalanır.",train
He is the one.,O bunu yaptı.,train
"Those who choose not to do so are considered by the state as living in sin and committing adultery, an offense punishable by death.","Bunu yapmamayı seçenler devlet tarafından günah içinde yaşamak ve zina yapmak suçları ile yargılanmaktadırlar, bu suçlar ise idam ile cezalandırılabilmektedir.",train
