en,tr
"Alexa Meade takes an innovative approach to art. Not for her a life of sketching and stretching canvases. Instead, she selects a topic and then paints it--literally. She covers everything in a scene--people, chairs, food, you name it--in a mask of paint that mimics what's below it. In this eye-opening talk Meade shows off photographs of some of the more outlandish results, and shares a new project involving people, paint and milk.","Alex Meade resimde yeni bir yaklaşımı benimsiyor. Onun için resim, bir tuval gererek üzerinde karalama yapmak değil. Meade bir tema seçiyor ve onu tam anlamıyla boyuyor. Bir sahnedeki herşeyi -insanları, sandalyeleri, yemekleri ve daha aklınıza gelebilecek herşeyi- altındakini doğrudan yansıtan bir boya maskesi işe kaplıyor. Bu aydınlatıcı konuşmada, Meade en egzotik sonuçlar ortaya çıkaran fotograflarını gösteriyor ve insanları, boyayı ve sütü içeren yeni projesinini anlatıyor."
Alexa Meade: Your body is my canvas,Alexa Meade: Vücudunuz benim tuvalim
"Technology is advancing in leaps and bounds -- and so is economic inequality, says writer Chrystia Freeland. In an impassioned talk, she charts the rise of a new class of plutocrats (those who are extremely powerful because they are extremely wealthy), and suggests that globalization and new technology are actually fueling, rather than closing, the global income gap. Freeland lays out three problems with plutocracy … and one glimmer of hope.","Teknoloji şaşırtıcı bir hızla ilerliyor. Yazar Chrystia Freeland,  ekonomik eşitsizliğin de aynı hızda arttığını söylüyor. Bu coşkulu konuşmada, Freeland, plütokratlar sınıfının (çok zengin olduğu için çok güçlü hale gelenler) yeni bir sınıf olarak yükselişini gözler önüne seriyor ve küreselleşme ile teknolojinin küresel gelir uçurumunu kapatmadığını, aksine bu uçurumu daha da derinleştirdiğini öne sürüyor. Freeland, plütokrasinin getirdiği üç sorunu ortaya koyarken bir umut ışığı da yakıyor."
Chrystia Freeland: The rise of the new global super-rich,Chrystia Freeland: Yeni küresel süper zenginlerin yükselişi
"They're millions of digits long, and it takes an army of mathematicians and machines to hunt them down -- what's not to love about monster primes? Adam Spencer, comedian and lifelong math geek, shares his passion for these odd numbers, and for the mysterious magic of math.","Onlar milyonlarca hane uzunluğundalar. Onları avlayabilmek için bir matematikçi ve makine ordusu gerek. Bu dev sayıları neden sevmeyelim ki? Bir komedyen, ömürlük bir matematik 'guru'su olan Adam Spencer bu tuhaf sayılara olan tutkusunu ve matematiğin esrarengiz büyüsünü paylaşıyor."
Adam Spencer: Why I fell in love with monster prime numbers,Adam Spencer: Neden dev asal sayılara aşık oldum
"In Lebanon there is one gunshot a year that isn’t part of a scene of routine violence: The opening sound of the Beirut International Marathon. In a moving talk, marathon founder May El-Khalil explains why she believed a 26.2-mile running event could bring together a country divided for decades by politics and religion, even if for one day a year.","Lübnan'da her sene rutin şiddetin parçası olmayan bir silah atışı var: Uluslararası Beyrut Maratonu'nun başlangıç ateşinin sesi. Bu duygu yüklü konuşmada maratonun kurucusu May El-Khalil, neden 26.2 millik bir koşunun,  siyasi ve dini sebeplerle yıllarca bölünmüş bir ülkeyi bir yıllığına bile olsa nasıl bir araya getirebileceğine inandığını açıklıyor."
May El-Khalil: Making peace is a marathon,May El-Khalil: Barışı sağlamak bir maratondur
"Russell Foster is a circadian neuroscientist: He studies the sleep cycles of the brain. And he asks: What do we know about sleep? Not a lot, it turns out, for something we do with one-third of our lives. In this talk, Foster shares three popular theories about why we sleep, busts some myths about how much sleep we need at different ages -- and hints at some bold new uses of sleep as a predictor of mental health.","Russell Foster, sirkadiyen nörobilimcidir: Beynin uyku döngülerini araştırır. Ve şunu sorar: Uyku hakkında neler biliyoruz? Görünüşe göre, yaşamımızın üçte birinde yaptığımız bir şey için fazla değil. Bu konuşmada, Foster, neden uyuduğumuza dair üç popüler teoriyi paylaşıyor, farklı yaşlarda ne kadar uykuya ihtiyacımız olduğu hakkında bazı efsaneleri sona erdiriyor ve uykunun zihinsel sağlığın öngörücüsü olarak bazı önemli yeni kullanımlarından söz ediyor."
Russell Foster: Why do we sleep?,Russell Foster: Neden uyuruz?
"Long before sustainability became a buzzword, architect Shigeru Ban had begun his experiments with ecologically-sound building materials such as cardboard tubes and paper. His remarkable structures are often intended as temporary housing, designed to help the dispossessed in disaster-struck nations such as Haiti, Rwanda or Japan. Yet equally often the buildings remain a beloved part of the landscape long after they have served their intended purpose. (<em>Filmed at TEDxTokyo.</em>)","Sürdürülebilirlik terim haline gelmeden uzun bir süre önce, Mimar Shigeru Ban karton borular ve kağıt gibi ekolojik yapı malzemeleriyle deneylere başladı. Onun dikkat çekici yapıları genellikle Haiti, Ruanda veya Japonya gibi afetzede ülkelerde  geçici konutlar olarak amaçlanmış, evsiz kalmış insanlara yardım etmek için tasarlanmıştır. Fakat çoğu zaman binalar hedeflenen amacına hizmet etmesinden uzun süre sonra bile manzaranın sevilen bir parçası olarak kalmıştır. (TEDxTokyo'da filme alındı.)"
Shigeru Ban: Emergency shelters made from paper,Shigeru Ban: Kağıttan yapılmış acil durum barınakları
"Gayla Benefield was just doing her job -- until she uncovered an awful secret about her hometown that meant its mortality rate was 80 times higher than anywhere else in the U.S. But when she tried to tell people about it, she learned an even more shocking truth: People didn’t want to know. In a talk that’s part history lesson, part call-to-action, Margaret Heffernan demonstrates the danger of ""willful blindness"" and praises ordinary people like Benefield who are willing to speak up. <em>(Filmed at TEDxDanubia.)</em>","Gayla Benefield sadece işini yapıyordu - kasabasına ait korkunç bir sırrı ortaya çıkarana kadar, ki bu sır kasabanın ölüm oranı ABD'deki herhangi bir yerde 80 kat daha fazla olmasıydı. Ama bu konuda insanlarla konuşmaya çalıştığında, daha da şok edici bir gerçekle karşılaştı: İnsanlar bilmek istemiyorlardı. Bir parça tarih dersi, bir parça eylem çağrısı olan bu konuşmada, Margaret Heffernan istemli körlüğün tehlikesini ortaya koyuyor ve sesini duyurmaya gönüllü Benefield gibi sıradan insanlara şükrediyor."
"Margaret Heffernan: The dangers of ""willful blindness""",Margaret Heffernan: İstemli körlüğün tehlikeleri
"Born three and a half months prematurely, Derek Paravicini is blind and has severe autism. But with perfect pitch, innate talent and a lot of practice, he became an acclaimed concert pianist by the age of 10. Here, his longtime piano teacher, Adam Ockelford, explains his student’s unique relationship to music, while Paravicini shows how he has ripped up the ""Chopsticks"" rule book. (<em>Filmed at TEDxWarwick.</em>)","Üç buçuk ay erken doğan Derek Paravicini'nin gözleri görmüyor ve ileri derece otizmi var. Ama mutlak kulak, doğuştan gelen yetenek ve bolca pratik sayesinde, daha 10 yaşındayken övgüyle söz edilen bir piyanist haline geldi. Uzun zamandır piyano öğretmeni olan Adam Ockelford, öğrencisinin müzikle kurduğu kendine has ilişkisini anlatırken, Derek de ""Chopsticks"" kural kitabını nasıl yırtıp attığını gösteriyor. (TEDxWarwick'de kayda alındı)"
Derek Paravicini and Adam Ockelford: In the key of genius,Derek Paravicini ve Adam Ockelford: Dahinin Notasında
"To all appearances, Eleanor Longden was just like every other student, heading to college full of promise and without a care in the world. That was until the voices in her head started talking. Initially innocuous, these internal narrators became increasingly antagonistic and dictatorial, turning her life into a living nightmare. Diagnosed with schizophrenia, hospitalized, drugged, Longden was discarded by a system that didn't know how to help her. Longden tells the moving tale of her years-long journey back to mental health, and makes the case that it was through learning to listen to her voices that she was able to survive.","Dış görünüş itibariyle Eleanor Longden, diğer tüm öğrencilerden farksızdı, büyük beklentilerle üniversiteye gidiyordu ve dünya umurunda değildi. Ta ki kafasının içinde sesler duymaya başlayıncaya kadar... Özünde masum olan bu iç sesler giderek düşmanca ve diktatörce davranmaya başladı, hayatını bir kabusa çevirdi. Şizofreni tanısı konan, hastaneye yatırılan ve ilaçlar alan Longden, ona nasıl yardım edeceğini bilmeyen bir sistem tarafından dışlanmıştı. Longden zihinsel sağlığını geri kazanıncaya dek süren yılların etkileyici hikayesini anlatırken, hayatta kalmak için sesleri dinlemesini öğrenmesi gerektiğini söylüyor."
Eleanor Longden: The voices in my head,Eleanor Longden: Kafamdaki Sesler
"From simple alphabets to secret symbolic languages, graphic designer Saki Mafundikwa celebrates the many forms of written communication across the continent of Africa. He highlights the history and legacy that are embodied in written words and symbols, and urges African designers to draw on these graphic forms for fresh inspiration. It's summed up in his favorite Ghanaian glyph, Sankofa, which means ""return and get it"" -- or ""learn from the past.""","Grafik tasarımcısı Saki Mafundikwa, basit alfabelerden gizli sembolik lisanlara Afrika kıtasında kullanılmış birçok yazılı iletişim türünü anlatıyor. Yazılı kelimelerin ve sembollerin içine gömülmüş tarihi ve mirası vurguluyor ve Afrikalı tasarımcılara taze ilham için bu grafik formlarına bakmayı salık veriyor. Kendisinin favori Gana sembolü Sankofa, her şeyi özetliyor: ""dön ve al"" ya da ""Geçmişten ders al."""
Saki Mafundikwa: Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa: Antik Afrika Alfabelerinde ustalık ve zarafet
"Good design looks great, yes -- but why shouldn't it also feel great, smell great and sound great? Designer Jinsop Lee (a Talent Search winner) shares his theory of 5-sense design, with a handy graph and a few examples. His hope: to inspire you to notice great multisensory experiences.","İyi tasarım harika görünür, evet--ancak neden aynı zamanda harika hissettiremez , harika kokmaz ya da harika ses veremez? Tasarımcı Jinsop Lee ( Yetenek Araştırması kazananı) kendi oluşturduğu grafik ve bazı örneklerle beş duyulu tasarım teorisini paylaşıyor. Umudu: harika çoklu algılama deneyimlerine dikkat çekerek size ilham vermek."
Jinsop Lee: Design for all 5 senses,Beş duyunun tümü için tasarım
"Why do we argue? To out-reason our opponents, prove them wrong, and, most of all, to win! ... Right? Philosopher Daniel H. Cohen shows how our most common form of argument -- a war in which one person must win and the other must lose -- misses out on the real benefits of engaging in active disagreement. <em>(Filmed at TEDxColbyCollege.)</em>","Neden tartışırız? Rakibimizin sebeplerini çürütmek, onlara hatalı olduklarını ispatlamak ve en çok da kazanmak için!... Değil mi? Filozof Daniel H.Cohen bize, en çok kullandığımız tartışma tarzının --bir insanın kazanması ve diğerlerinin kaybetmesi gereken bir savaş-- nasıl da aktif bir uyuşmazlığın sağlayabileceği gerçek faydaları kaçırmamıza sebep olduğunu gösteriyor. (TEDxColbyCollage'da kaydedilmiştir.)"
